feature,coefficient,importance,direction,feature_group,rank
Diff_TotalGold,0.37230685088094406,0.37230685088094406,Blue-favored,aggregate_difference,1
Diff_DmgDealt,0.21709973465143037,0.21709973465143037,Blue-favored,aggregate_difference,2
Diff_MinionsKilled,0.1997941817569469,0.1997941817569469,Blue-favored,aggregate_difference,3
TotalGold_P1,0.18958386367094482,0.18958386367094482,Blue-favored,player_level_stats,4
TotalGold_P8,-0.1588517832296534,0.1588517832296534,Red-favored,player_level_stats,5
MinionsKilled_P7,-0.13898946767542916,0.13898946767542916,Red-favored,player_level_stats,6
MinionsKilled_P2,0.1367282460774407,0.1367282460774407,Blue-favored,player_level_stats,7
TotalGold_P4,0.1247446698815369,0.1247446698815369,Blue-favored,player_level_stats,8
BlueChamp_81,-0.1212748625590823,0.1212748625590823,Red-favored,champion_composition,9
RedChamp_81,0.11322096996009275,0.11322096996009275,Blue-favored,champion_composition,10
RedChamp_51,0.1121079957761281,0.1121079957761281,Blue-favored,champion_composition,11
Diff_DragonKills,0.10744707671786549,0.10744707671786549,Blue-favored,aggregate_difference,12
RedChamp_75,-0.10702622363569657,0.10702622363569657,Red-favored,champion_composition,13
MinionsKilled_P9,-0.10498401619371586,0.10498401619371586,Red-favored,player_level_stats,14
RedDragonKills,-0.10424125125484518,0.10424125125484518,Red-favored,objective_counts,15
SummonerSpell2_P8_11,0.10108248067196483,0.10108248067196483,Blue-favored,setup_runes_spells,16
BlueDragonKills,0.09498140706357885,0.09498140706357885,Blue-favored,objective_counts,17
TotalGold_P7,-0.09437325364429779,0.09437325364429779,Red-favored,player_level_stats,18
BlueChamp_10,0.09347968089024362,0.09347968089024362,Blue-favored,champion_composition,19
BlueChamp_51,-0.09247306680629985,0.09247306680629985,Red-favored,champion_composition,20
DmgDealt_P5,0.084764241994246,0.084764241994246,Blue-favored,player_level_stats,21
RedChamp_10,-0.08447717677993329,0.08447717677993329,Red-favored,champion_composition,22
DmgTaken_P1,0.08365675074179506,0.08365675074179506,Blue-favored,player_level_stats,23
Red_TotalGold_avg,-0.08151819681865595,0.08151819681865595,Red-favored,team_aggregate,24
Red_TotalGold_sum,-0.08151819681865564,0.08151819681865564,Red-favored,team_aggregate,25
MinionsKilled_P4,0.08127967935729945,0.08127967935729945,Blue-favored,player_level_stats,26
Blue_TotalGold_avg,0.08049425864793791,0.08049425864793791,Blue-favored,team_aggregate,27
Blue_TotalGold_sum,0.08049425864793786,0.08049425864793786,Blue-favored,team_aggregate,28
kills_P2,0.07755138480243982,0.07755138480243982,Blue-favored,player_level_stats,29
BlueChamp_119,-0.07731527589849259,0.07731527589849259,Red-favored,champion_composition,30
RedChamp_136,-0.07713488642021346,0.07713488642021346,Red-favored,champion_composition,31
BlueChamp_75,0.07653139703050325,0.07653139703050325,Blue-favored,champion_composition,32
Red_DmgDealt_sum,-0.07534694766702155,0.07534694766702155,Red-favored,team_aggregate,33
Red_DmgDealt_avg,-0.07534694766702131,0.07534694766702131,Red-favored,team_aggregate,34
DmgDealt_P9,-0.07522603773579398,0.07522603773579398,Red-favored,player_level_stats,35
BlueChamp_800,-0.07504192203086447,0.07504192203086447,Red-favored,champion_composition,36
DmgDealt_P10,-0.07474379324003207,0.07474379324003207,Red-favored,player_level_stats,37
DmgDealt_P4,0.07361767649677446,0.07361767649677446,Blue-favored,player_level_stats,38
MinionsKilled_P10,0.07313939741823934,0.07313939741823934,Blue-favored,player_level_stats,39
MinionsKilled_P5,-0.07073625036722517,0.07073625036722517,Red-favored,player_level_stats,40
BlueChamp_236,-0.06921651960583926,0.06921651960583926,Red-favored,champion_composition,41
BlueChamp_136,0.06839954044435484,0.06839954044435484,Blue-favored,champion_composition,42
RedChamp_36,-0.06719767394382044,0.06719767394382044,Red-favored,champion_composition,43
SummonerSpell1_P5_4,-0.0657651058081762,0.0657651058081762,Red-favored,setup_runes_spells,44
Blue_DmgDealt_avg,0.06509578546586102,0.06509578546586102,Blue-favored,team_aggregate,45
Blue_DmgDealt_sum,0.06509578546586099,0.06509578546586099,Blue-favored,team_aggregate,46
Red_MinionsKilled_avg,-0.06385805879285143,0.06385805879285143,Red-favored,team_aggregate,47
Red_MinionsKilled_sum,-0.063858058792851,0.063858058792851,Red-favored,team_aggregate,48
Blue_MinionsKilled_sum,0.06348876340860904,0.06348876340860904,Blue-favored,team_aggregate,49
Blue_MinionsKilled_avg,0.06348876340860828,0.06348876340860828,Blue-favored,team_aggregate,50
Blue_GoldStd,0.06192450641965652,0.06192450641965652,Blue-favored,team_aggregate,51
RedChamp_236,0.06169943084279658,0.06169943084279658,Blue-favored,champion_composition,52
RedChamp_800,0.05972919295124093,0.05972919295124093,Blue-favored,champion_composition,53
RedChamp_110,0.05893851240790574,0.05893851240790574,Blue-favored,champion_composition,54
BlueChamp_120,-0.058449139868114695,0.058449139868114695,Red-favored,champion_composition,55
BlueChamp_110,-0.05792358422949109,0.05792358422949109,Red-favored,champion_composition,56
SummonerSpell2_P5_4,-0.057341384541060025,0.057341384541060025,Red-favored,setup_runes_spells,57
RedChamp_119,0.0569822805864198,0.0569822805864198,Blue-favored,champion_composition,58
RedChamp_31,-0.054992612137772914,0.054992612137772914,Red-favored,champion_composition,59
BlueChamp_238,-0.05486502840022547,0.05486502840022547,Red-favored,champion_composition,60
BlueChamp_37,0.054626412760936646,0.054626412760936646,Blue-favored,champion_composition,61
BlueChamp_0,0.05447395260662324,0.05447395260662324,Blue-favored,champion_composition,62
DmgTaken_P6,-0.05324604418573593,0.05324604418573593,Red-favored,player_level_stats,63
RedChamp_45,-0.053057837266577215,0.053057837266577215,Red-favored,champion_composition,64
RedChamp_201,-0.052475267726067726,0.052475267726067726,Red-favored,champion_composition,65
RedChamp_63,-0.051714457789799106,0.051714457789799106,Red-favored,champion_composition,66
RedChamp_21,0.05166436111552814,0.05166436111552814,Blue-favored,champion_composition,67
kills_P7,-0.051453992504630654,0.051453992504630654,Red-favored,player_level_stats,68
RedChamp_82,-0.05140176986584414,0.05140176986584414,Red-favored,champion_composition,69
Lane_P6_SUPPORT,0.05132797816631557,0.05132797816631557,Blue-favored,lane_position,70
RedChamp_91,0.05102076397487001,0.05102076397487001,Blue-favored,champion_composition,71
RedChamp_121,0.05075791215246907,0.05075791215246907,Blue-favored,champion_composition,72
TotalGold_P9,-0.050508999050580705,0.050508999050580705,Red-favored,player_level_stats,73
BlueChamp_64,-0.050432696812687534,0.050432696812687534,Red-favored,champion_composition,74
BlueChamp_45,0.04987008305624576,0.04987008305624576,Blue-favored,champion_composition,75
RedChamp_17,-0.049859385675437795,0.049859385675437795,Red-favored,champion_composition,76
DmgDealt_P7,-0.04943381887224668,0.04943381887224668,Red-favored,player_level_stats,77
DmgDealt_P2,0.04925647633290126,0.04925647633290126,Blue-favored,player_level_stats,78
Diff_TowerKills,-0.04899131108632108,0.04899131108632108,Red-favored,aggregate_difference,79
deaths_P7,-0.04893590309580909,0.04893590309580909,Red-favored,player_level_stats,80
QueueType_CHERRY,0.048752149533243735,0.048752149533243735,Blue-favored,queue_type,81
PrimaryKeyStone_P7_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,82
PrimaryKeyStone_P6_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,83
PrimaryKeyStone_P1_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,84
PrimaryKeyStone_P2_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,85
PrimaryKeyStone_P9_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,86
PrimaryKeyStone_P8_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,87
PrimaryKeyStone_P5_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,88
PrimaryKeyStone_P10_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,89
PrimaryKeyStone_P3_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,90
PrimaryKeyStone_P4_0,0.048752149533243735,0.048752149533243735,Blue-favored,setup_runes_spells,91
BlueChamp_26,0.04872986255977909,0.04872986255977909,Blue-favored,champion_composition,92
Lane_P2_TOP,-0.0483087287187064,0.0483087287187064,Red-favored,lane_position,93
assists_P5,-0.04817226916131444,0.04817226916131444,Red-favored,player_level_stats,94
RedChamp_267,-0.04807830764566246,0.04807830764566246,Red-favored,champion_composition,95
BlueChamp_777,0.047495928781421476,0.047495928781421476,Blue-favored,champion_composition,96
BlueChamp_523,-0.04747653422097186,0.04747653422097186,Red-favored,champion_composition,97
DmgTaken_P9,-0.04722741635578197,0.04722741635578197,Red-favored,player_level_stats,98
RedChamp_157,0.04720012578361978,0.04720012578361978,Blue-favored,champion_composition,99
DmgDealt_P8,-0.047038351183604776,0.047038351183604776,Red-favored,player_level_stats,100
BlueChamp_516,0.04682036371236778,0.04682036371236778,Blue-favored,champion_composition,101
BlueChamp_901,0.04672229202581702,0.04672229202581702,Blue-favored,champion_composition,102
BlueChamp_429,-0.04646900505072327,0.04646900505072327,Red-favored,champion_composition,103
BlueChamp_804,-0.04614680179399066,0.04614680179399066,Red-favored,champion_composition,104
RedChamp_37,-0.046026521682229316,0.046026521682229316,Red-favored,champion_composition,105
RedChamp_86,-0.04575450442596026,0.04575450442596026,Red-favored,champion_composition,106
SummonerSpell1_P5_7,0.04570585818687543,0.04570585818687543,Blue-favored,setup_runes_spells,107
assists_P2,0.04541980162987265,0.04541980162987265,Blue-favored,player_level_stats,108
RedChamp_38,-0.04503823404096481,0.04503823404096481,Red-favored,champion_composition,109
BlueChamp_122,-0.04489092930617934,0.04489092930617934,Red-favored,champion_composition,110
BlueChamp_54,0.044132080612256847,0.044132080612256847,Blue-favored,champion_composition,111
RedChamp_516,-0.04410099279626164,0.04410099279626164,Red-favored,champion_composition,112
DmgDealt_P3,0.04371214353095425,0.04371214353095425,Blue-favored,player_level_stats,113
RedChamp_64,0.04370638305385614,0.04370638305385614,Blue-favored,champion_composition,114
TotalGold_P10,-0.04359906832376567,0.04359906832376567,Red-favored,player_level_stats,115
RedChamp_901,-0.04339567707014898,0.04339567707014898,Red-favored,champion_composition,116
RedChamp_202,0.04304356560831587,0.04304356560831587,Blue-favored,champion_composition,117
BlueChamp_38,0.04304237896519077,0.04304237896519077,Blue-favored,champion_composition,118
Lane_P1_BOTTOM,-0.043025377507195074,0.043025377507195074,Red-favored,lane_position,119
BlueChamp_9,0.04300007467222569,0.04300007467222569,Blue-favored,champion_composition,120
BlueChamp_86,0.042964038893097224,0.042964038893097224,Blue-favored,champion_composition,121
BlueChamp_141,0.04288563195104649,0.04288563195104649,Blue-favored,champion_composition,122
RedChamp_42,0.04278716014564324,0.04278716014564324,Blue-favored,champion_composition,123
PrimaryKeyStone_P4_8112,-0.04229847196529993,0.04229847196529993,Red-favored,setup_runes_spells,124
MinionsKilled_P3,0.042159528118549706,0.042159528118549706,Blue-favored,player_level_stats,125
Red_GoldStd,-0.04209194522564865,0.04209194522564865,Red-favored,team_aggregate,126
PrimaryKeyStone_P10_8214,-0.04207589013107273,0.04207589013107273,Red-favored,setup_runes_spells,127
RedChamp_360,0.04123050287365463,0.04123050287365463,Blue-favored,champion_composition,128
RedChamp_145,0.04063937561942406,0.04063937561942406,Blue-favored,champion_composition,129
TotalGold_P5,0.04031956306808666,0.04031956306808666,Blue-favored,player_level_stats,130
deaths_P8,0.04025942902860665,0.04025942902860665,Blue-favored,player_level_stats,131
RedChamp_43,0.040229616900903,0.040229616900903,Blue-favored,champion_composition,132
RedChamp_98,-0.04002998615773695,0.04002998615773695,Red-favored,champion_composition,133
DmgTaken_P2,0.03983029310405582,0.03983029310405582,Blue-favored,player_level_stats,134
BlueChamp_902,0.03978840941250909,0.03978840941250909,Blue-favored,champion_composition,135
SummonerSpell2_P6_2201,0.03944172216803101,0.03944172216803101,Blue-favored,setup_runes_spells,136
SummonerSpell1_P6_2202,0.03944172216803101,0.03944172216803101,Blue-favored,setup_runes_spells,137
Diff_RiftHeraldKills,0.0393516664198414,0.0393516664198414,Blue-favored,aggregate_difference,138
PrimaryKeyStone_P1_8112,-0.039198733110689506,0.039198733110689506,Red-favored,setup_runes_spells,139
BlueChamp_89,0.03904872039112149,0.03904872039112149,Blue-favored,champion_composition,140
BlueChamp_267,0.03876583417152774,0.03876583417152774,Blue-favored,champion_composition,141
BlueTowerKills,-0.0387046519343118,0.0387046519343118,Red-favored,objective_counts,142
assists_P1,0.038666726628550516,0.038666726628550516,Blue-favored,player_level_stats,143
RedChamp_15,0.03853175767601575,0.03853175767601575,Blue-favored,champion_composition,144
Diff_KDA,0.03824321021936612,0.03824321021936612,Blue-favored,aggregate_difference,145
RedChamp_497,-0.0380994441652754,0.0380994441652754,Red-favored,champion_composition,146
RedChamp_0,-0.03801500175260219,0.03801500175260219,Red-favored,champion_composition,147
BlueChamp_91,-0.03801280278787682,0.03801280278787682,Red-favored,champion_composition,148
TotalGold_P2,-0.03793548321562274,0.03793548321562274,Red-favored,player_level_stats,149
Lane_P4_TOP,0.03774357242590287,0.03774357242590287,Blue-favored,lane_position,150
SummonerSpell2_P1_2201,0.03769216516700512,0.03769216516700512,Blue-favored,setup_runes_spells,151
SummonerSpell1_P1_2202,0.03769216516700512,0.03769216516700512,Blue-favored,setup_runes_spells,152
SummonerSpell2_P7_2201,0.03762816438084945,0.03762816438084945,Blue-favored,setup_runes_spells,153
SummonerSpell1_P7_2202,0.03762816438084945,0.03762816438084945,Blue-favored,setup_runes_spells,154
BlueChamp_39,-0.037519149378192666,0.037519149378192666,Red-favored,champion_composition,155
BlueChamp_57,0.03748027561928186,0.03748027561928186,Blue-favored,champion_composition,156
SummonerSpell2_P1_4,-0.037356852509237023,0.037356852509237023,Red-favored,setup_runes_spells,157
PrimaryKeyStone_P7_8465,-0.0371141940033595,0.0371141940033595,Red-favored,setup_runes_spells,158
SummonerSpell1_P8_2202,0.036965161378012805,0.036965161378012805,Blue-favored,setup_runes_spells,159
SummonerSpell2_P8_2201,0.036965161378012805,0.036965161378012805,Blue-favored,setup_runes_spells,160
RedChamp_142,0.0369081093154668,0.0369081093154668,Blue-favored,champion_composition,161
SummonerSpell1_P2_12,-0.03669696683289988,0.03669696683289988,Red-favored,setup_runes_spells,162
Blue_KDA,0.03657657091906872,0.03657657091906872,Blue-favored,team_aggregate,163
RedChamp_54,-0.036500859606475325,0.036500859606475325,Red-favored,champion_composition,164
BlueChamp_497,0.036427196508187314,0.036427196508187314,Blue-favored,champion_composition,165
BlueChamp_432,0.03636998088531085,0.03636998088531085,Blue-favored,champion_composition,166
RedRiftHeraldKills,-0.03628419048197225,0.03628419048197225,Red-favored,objective_counts,167
SummonerSpell1_P5_2202,0.03610807331156923,0.03610807331156923,Blue-favored,setup_runes_spells,168
SummonerSpell2_P5_2201,0.03610807331156923,0.03610807331156923,Blue-favored,setup_runes_spells,169
SummonerSpell2_P3_2201,0.03602655025022241,0.03602655025022241,Blue-favored,setup_runes_spells,170
SummonerSpell1_P3_2202,0.03602655025022241,0.03602655025022241,Blue-favored,setup_runes_spells,171
SummonerSpell1_P2_2202,0.03593448190808239,0.03593448190808239,Blue-favored,setup_runes_spells,172
SummonerSpell2_P2_2201,0.03593448190808239,0.03593448190808239,Blue-favored,setup_runes_spells,173
SummonerSpell1_P1_4,-0.03574364717716237,0.03574364717716237,Red-favored,setup_runes_spells,174
BlueChamp_31,0.03561150205166448,0.03561150205166448,Blue-favored,champion_composition,175
SummonerSpell1_P9_2202,0.035578882016642985,0.035578882016642985,Blue-favored,setup_runes_spells,176
SummonerSpell2_P9_2201,0.035578882016642985,0.035578882016642985,Blue-favored,setup_runes_spells,177
RedChamp_902,-0.035530340032584824,0.035530340032584824,Red-favored,champion_composition,178
PrimaryKeyStone_P3_8369,0.035505848025359235,0.035505848025359235,Blue-favored,setup_runes_spells,179
SummonerSpell2_P6_4,0.03547561121784905,0.03547561121784905,Blue-favored,setup_runes_spells,180
PrimaryKeyStone_P5_8229,-0.03534092763863367,0.03534092763863367,Red-favored,setup_runes_spells,181
SummonerSpell2_P10_4,-0.03529863304760144,0.03529863304760144,Red-favored,setup_runes_spells,182
deaths_P1,-0.03525303231983536,0.03525303231983536,Red-favored,player_level_stats,183
SummonerSpell2_P3_14,-0.035214700105208316,0.035214700105208316,Red-favored,setup_runes_spells,184
SummonerSpell1_P4_2201,0.03513606960843288,0.03513606960843288,Blue-favored,setup_runes_spells,185
SummonerSpell2_P4_2202,0.03513606960843288,0.03513606960843288,Blue-favored,setup_runes_spells,186
BlueChamp_121,-0.03497564752823326,0.03497564752823326,Red-favored,champion_composition,187
RedChamp_523,0.03493440842673232,0.03493440842673232,Blue-favored,champion_composition,188
PrimaryKeyStone_P8_8369,-0.03486932185011626,0.03486932185011626,Red-favored,setup_runes_spells,189
BlueChamp_42,-0.034849830851546484,0.034849830851546484,Red-favored,champion_composition,190
SummonerSpell2_P10_2202,0.03483159880683155,0.03483159880683155,Blue-favored,setup_runes_spells,191
SummonerSpell1_P10_2201,0.03483159880683155,0.03483159880683155,Blue-favored,setup_runes_spells,192
PrimaryKeyStone_P2_9923,-0.034796399844158,0.034796399844158,Red-favored,setup_runes_spells,193
RedChamp_74,0.03477646219482415,0.03477646219482415,Blue-favored,champion_composition,194
SummonerSpell1_P7_21,0.034615410067634265,0.034615410067634265,Blue-favored,setup_runes_spells,195
BlueChamp_223,0.034593169042953786,0.034593169042953786,Blue-favored,champion_composition,196
BlueChamp_202,-0.03453702287279244,0.03453702287279244,Red-favored,champion_composition,197
BlueChamp_36,0.0345298351649283,0.0345298351649283,Blue-favored,champion_composition,198
BlueRiftHeraldKills,0.03443669318827221,0.03443669318827221,Blue-favored,objective_counts,199
SummonerSpell1_P10_2202,0.03386094013674799,0.03386094013674799,Blue-favored,setup_runes_spells,200
SummonerSpell2_P10_2201,0.03386094013674799,0.03386094013674799,Blue-favored,setup_runes_spells,201
SummonerSpell2_P5_7,0.033829853621116464,0.033829853621116464,Blue-favored,setup_runes_spells,202
BlueChamp_145,-0.03354827635917698,0.03354827635917698,Red-favored,champion_composition,203
BlueChamp_427,0.033492945282077566,0.033492945282077566,Blue-favored,champion_composition,204
SummonerSpell2_P4_2201,0.033492078401884826,0.033492078401884826,Blue-favored,setup_runes_spells,205
SummonerSpell1_P4_2202,0.033492078401884826,0.033492078401884826,Blue-favored,setup_runes_spells,206
PrimaryKeyStone_P9_8010,-0.033260634066797634,0.033260634066797634,Red-favored,setup_runes_spells,207
PrimaryKeyStone_P4_8021,-0.03305818434696392,0.03305818434696392,Red-favored,setup_runes_spells,208
PrimaryKeyStone_P10_8229,0.033036951302334146,0.033036951302334146,Blue-favored,setup_runes_spells,209
SummonerSpell1_P9_2201,0.03298134377665414,0.03298134377665414,Blue-favored,setup_runes_spells,210
SummonerSpell2_P9_2202,0.03298134377665414,0.03298134377665414,Blue-favored,setup_runes_spells,211
BlueChamp_11,0.032929767931722004,0.032929767931722004,Blue-favored,champion_composition,212
RedChamp_103,-0.032605044849745704,0.032605044849745704,Red-favored,champion_composition,213
SummonerSpell2_P2_2202,0.032590306885356066,0.032590306885356066,Blue-favored,setup_runes_spells,214
SummonerSpell1_P2_2201,0.032590306885356066,0.032590306885356066,Blue-favored,setup_runes_spells,215
SummonerSpell1_P3_2201,0.03251218726732705,0.03251218726732705,Blue-favored,setup_runes_spells,216
SummonerSpell2_P3_2202,0.03251218726732705,0.03251218726732705,Blue-favored,setup_runes_spells,217
SummonerSpell2_P1_7,-0.03251111625779034,0.03251111625779034,Red-favored,setup_runes_spells,218
SummonerSpell2_P5_2202,0.03249480193962462,0.03249480193962462,Blue-favored,setup_runes_spells,219
SummonerSpell1_P5_2201,0.03249480193962462,0.03249480193962462,Blue-favored,setup_runes_spells,220
RedChamp_223,-0.03227001627407993,0.03227001627407993,Red-favored,champion_composition,221
PrimaryKeyStone_P5_9923,-0.03211701390705981,0.03211701390705981,Red-favored,setup_runes_spells,222
SummonerSpell1_P10_4,-0.03207155724523983,0.03207155724523983,Red-favored,setup_runes_spells,223
PrimaryKeyStone_P3_8008,-0.031967415961831336,0.031967415961831336,Red-favored,setup_runes_spells,224
PrimaryKeyStone_P5_8112,-0.03191881308549967,0.03191881308549967,Red-favored,setup_runes_spells,225
SummonerSpell1_P6_4,0.03171849910869198,0.03171849910869198,Blue-favored,setup_runes_spells,226
SummonerSpell1_P8_2201,0.031562568599726476,0.031562568599726476,Blue-favored,setup_runes_spells,227
SummonerSpell2_P8_2202,0.031562568599726476,0.031562568599726476,Blue-favored,setup_runes_spells,228
BlueChamp_897,-0.03144308401773696,0.03144308401773696,Red-favored,champion_composition,229
SummonerSpell2_P7_11,-0.031240673552312692,0.031240673552312692,Red-favored,setup_runes_spells,230
PrimaryKeyStone_P4_8128,-0.03119343448182195,0.03119343448182195,Red-favored,setup_runes_spells,231
BlueChamp_17,0.031141505586451318,0.031141505586451318,Blue-favored,champion_composition,232
RedChamp_89,-0.031087885915683927,0.031087885915683927,Red-favored,champion_composition,233
MinionsKilled_P6,-0.030927314682637,0.030927314682637,Red-favored,player_level_stats,234
SummonerSpell2_P4_14,-0.030908014360994166,0.030908014360994166,Red-favored,setup_runes_spells,235
SummonerSpell2_P7_2202,0.030782079008905432,0.030782079008905432,Blue-favored,setup_runes_spells,236
SummonerSpell1_P7_2201,0.030782079008905432,0.030782079008905432,Blue-favored,setup_runes_spells,237
SummonerSpell1_P1_2201,0.030688584184902893,0.030688584184902893,Blue-favored,setup_runes_spells,238
SummonerSpell2_P1_2202,0.030688584184902893,0.030688584184902893,Blue-favored,setup_runes_spells,239
BlueChamp_7,-0.030643344058698566,0.030643344058698566,Red-favored,champion_composition,240
BlueChamp_12,0.030419302413720727,0.030419302413720727,Blue-favored,champion_composition,241
Lane_P2_MIDDLE,0.03029973093598116,0.03029973093598116,Blue-favored,lane_position,242
RedChamp_14,-0.030238797774341828,0.030238797774341828,Red-favored,champion_composition,243
SummonerSpell2_P6_14,-0.03014213249240887,0.03014213249240887,Red-favored,setup_runes_spells,244
SummonerSpell2_P9_11,0.03012909561647946,0.03012909561647946,Blue-favored,setup_runes_spells,245
SummonerSpell1_P9_6,-0.030113699544337295,0.030113699544337295,Red-favored,setup_runes_spells,246
BlueChamp_201,0.029993486144117676,0.029993486144117676,Blue-favored,champion_composition,247
RedChamp_950,0.029992483410729385,0.029992483410729385,Blue-favored,champion_composition,248
RedChamp_18,0.029981470982425797,0.029981470982425797,Blue-favored,champion_composition,249
RedChamp_887,-0.029981186858106062,0.029981186858106062,Red-favored,champion_composition,250
RedChamp_26,-0.02990671720223808,0.02990671720223808,Red-favored,champion_composition,251
RedChamp_25,-0.029873880148901903,0.029873880148901903,Red-favored,champion_composition,252
BlueChamp_63,0.029872596634446538,0.029872596634446538,Blue-favored,champion_composition,253
PrimaryKeyStone_P9_8112,0.029847859152402664,0.029847859152402664,Blue-favored,setup_runes_spells,254
BlueChamp_25,0.029815658704067948,0.029815658704067948,Blue-favored,champion_composition,255
kills_P5,-0.029697463996596677,0.029697463996596677,Red-favored,player_level_stats,256
TotalGold_P3,0.029582443852526553,0.029582443852526553,Blue-favored,player_level_stats,257
RedChamp_34,-0.029379796395829945,0.029379796395829945,Red-favored,champion_composition,258
SummonerSpell1_P7_11,-0.029113442882637362,0.029113442882637362,Red-favored,setup_runes_spells,259
BlueChamp_143,0.029039446862147465,0.029039446862147465,Blue-favored,champion_composition,260
BlueChamp_33,0.02892841262619068,0.02892841262619068,Blue-favored,champion_composition,261
RedChamp_11,-0.028862551790041442,0.028862551790041442,Red-favored,champion_composition,262
SummonerSpell2_P6_2202,0.028765003854222048,0.028765003854222048,Blue-favored,setup_runes_spells,263
SummonerSpell1_P6_2201,0.028765003854222048,0.028765003854222048,Blue-favored,setup_runes_spells,264
BlueChamp_246,-0.028761066453356438,0.028761066453356438,Red-favored,champion_composition,265
DmgDealt_P6,-0.028643296976313314,0.028643296976313314,Red-favored,player_level_stats,266
RedChamp_875,-0.028621896572069743,0.028621896572069743,Red-favored,champion_composition,267
BlueChamp_157,-0.028589337044285464,0.028589337044285464,Red-favored,champion_composition,268
Red_KDA,-0.02832572822048685,0.02832572822048685,Red-favored,team_aggregate,269
assists_P7,-0.02827006048111309,0.02827006048111309,Red-favored,player_level_stats,270
RedChamp_246,0.028169288205463775,0.028169288205463775,Blue-favored,champion_composition,271
BlueChamp_126,-0.02811430113808221,0.02811430113808221,Red-favored,champion_composition,272
RedChamp_9,-0.028073574053230677,0.028073574053230677,Red-favored,champion_composition,273
DmgTaken_P3,0.027985445633720404,0.027985445633720404,Blue-favored,player_level_stats,274
SummonerSpell2_P9_4,-0.027955512299911896,0.027955512299911896,Red-favored,setup_runes_spells,275
BlueChamp_76,-0.027937555813508545,0.027937555813508545,Red-favored,champion_composition,276
SummonerSpell2_P6_21,-0.027906710136855473,0.027906710136855473,Red-favored,setup_runes_spells,277
PrimaryKeyStone_P1_8465,-0.02779880379475106,0.02779880379475106,Red-favored,setup_runes_spells,278
RedChamp_126,0.02767899006172943,0.02767899006172943,Blue-favored,champion_composition,279
PrimaryKeyStone_P7_8010,-0.02748424547771524,0.02748424547771524,Red-favored,setup_runes_spells,280
TotalGold_P6,-0.02744452634085781,0.02744452634085781,Red-favored,player_level_stats,281
PrimaryKeyStone_P7_8021,0.027318305088524224,0.027318305088524224,Blue-favored,setup_runes_spells,282
RedChamp_154,-0.02718285811085591,0.02718285811085591,Red-favored,champion_composition,283
SummonerSpell1_P6_14,-0.027118015840804238,0.027118015840804238,Red-favored,setup_runes_spells,284
BlueChamp_360,-0.02706258092054529,0.02706258092054529,Red-favored,champion_composition,285
PrimaryKeyStone_P4_8230,-0.02702064620394311,0.02702064620394311,Red-favored,setup_runes_spells,286
BlueChamp_22,-0.02676346347646486,0.02676346347646486,Red-favored,champion_composition,287
SummonerSpell2_P5_32,-0.026715080561213723,0.026715080561213723,Red-favored,setup_runes_spells,288
BlueChamp_34,0.026701815031959,0.026701815031959,Blue-favored,champion_composition,289
BlueChamp_44,0.026689901295486644,0.026689901295486644,Blue-favored,champion_composition,290
SummonerSpell2_P2_13,-0.02652313118727965,0.02652313118727965,Red-favored,setup_runes_spells,291
BlueChamp_78,0.026509199460148878,0.026509199460148878,Blue-favored,champion_composition,292
SummonerSpell2_P2_21,0.026126931650668248,0.026126931650668248,Blue-favored,setup_runes_spells,293
Lane_P7_BOTTOM,-0.026125928521045953,0.026125928521045953,Red-favored,lane_position,294
PrimaryKeyStone_P4_8369,0.026078580651819446,0.026078580651819446,Blue-favored,setup_runes_spells,295
BlueChamp_887,0.025981346581199195,0.025981346581199195,Blue-favored,champion_composition,296
Lane_P4_JUNGLE,-0.02589117069906194,0.02589117069906194,Red-favored,lane_position,297
RedChamp_122,0.025856331868208227,0.025856331868208227,Blue-favored,champion_composition,298
RedChamp_804,0.025635455143479924,0.025635455143479924,Blue-favored,champion_composition,299
SummonerSpell2_P8_3,-0.025514720450575467,0.025514720450575467,Red-favored,setup_runes_spells,300
PrimaryKeyStone_P2_8112,-0.02551254227159069,0.02551254227159069,Red-favored,setup_runes_spells,301
assists_P8,0.025450720015735586,0.025450720015735586,Blue-favored,player_level_stats,302
RedChamp_27,-0.025403670546697312,0.025403670546697312,Red-favored,champion_composition,303
PrimaryKeyStone_P9_8369,-0.02539987647634875,0.02539987647634875,Red-favored,setup_runes_spells,304
BlueChamp_134,-0.025330442528842704,0.025330442528842704,Red-favored,champion_composition,305
SummonerSpell1_P3_14,-0.025262419990001835,0.025262419990001835,Red-favored,setup_runes_spells,306
RedChamp_234,0.02518305265668045,0.02518305265668045,Blue-favored,champion_composition,307
